1,2023-02-21 09:01:09.181386+00:00,"{'symbol': 'BTCUSDT', 'orderId': 18976808917, 'orderListId': -1, 'clientOrderId': 'P1TutYRSt8BjatOGQ8KQy3', 'transactTime': 1676970069062, 'price': '0.00000000', 'origQty': '0.00061000', 'executedQty': '0.00061000', 'cummulativeQuoteQty': '15.07073320', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'BUY', 'workingTime': 1676970069062, 'fills': [{'price': '24706.12000000', 'qty': '0.00061000', 'commission': '0.00000000', 'commissionAsset': 'BTC', 'tradeId': 2759966314}], 'selfTradePreventionMode': 'NONE'}"
1,2023-02-21 10:00:59.988011+00:00,Same order as the last one
1,2023-02-21 11:01:03.330137+00:00,Same order as the last one
1,2023-02-21 12:01:16.119944+00:00,Same order as the last one
1,2023-02-21 13:01:09.866794+00:00,Same order as the last one
1,2023-02-21 14:00:56.754169+00:00,Same order as the last one
-1,2023-02-21 15:00:54.962020+00:00,"{'symbol': 'BTCUSDT', 'orderId': 18992381610, 'orderListId': -1, 'clientOrderId': 'eIJoO5w001Mjw81fS5R5FN', 'transactTime': 1676991654841, 'price': '0.00000000', 'origQty': '0.00061000', 'executedQty': '0.00061000', 'cummulativeQuoteQty': '15.06168690', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'SELL', 'workingTime': 1676991654841, 'fills': [{'price': '24691.29000000', 'qty': '0.00061000', 'commission': '0.00000000', 'commissionAsset': 'USDT', 'tradeId': 2762832081}], 'selfTradePreventionMode': 'NONE'}"
1,2023-02-21 16:01:00.833468+00:00,"{'symbol': 'BTCUSDT', 'orderId': 18995721217, 'orderListId': -1, 'clientOrderId': 'J50TGFkyAV9YQsLsZR76B0', 'transactTime': 1676995260708, 'price': '0.00000000', 'origQty': '0.00061000', 'executedQty': '0.00061000', 'cummulativeQuoteQty': '14.98070220', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'BUY', 'workingTime': 1676995260708, 'fills': [{'price': '24558.46000000', 'qty': '0.00045000', 'commission': '0.00000000', 'commissionAsset': 'BTC', 'tradeId': 2763478933}, {'price': '24558.72000000', 'qty': '0.00016000', 'commission': '0.00000000', 'commissionAsset': 'BTC', 'tradeId': 2763478934}], 'selfTradePreventionMode': 'NONE'}"
1,2023-02-21 17:00:54.632836+00:00,Same order as the last one
-1,2023-02-21 18:01:21.878015+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19001570497, 'orderListId': -1, 'clientOrderId': 'Rdis627lq4SEaPBl0tK4cT', 'transactTime': 1677002481746, 'price': '0.00000000', 'origQty': '0.00061000', 'executedQty': '0.00061000', 'cummulativeQuoteQty': '15.03678670', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'SELL', 'workingTime': 1677002481746, 'fills': [{'price': '24650.47000000', 'qty': '0.00061000', 'commission': '0.00000000', 'commissionAsset': 'USDT', 'tradeId': 2764579787}], 'selfTradePreventionMode': 'NONE'}"
-1,2023-02-21 19:00:56.962420+00:00,Same order as the last one
1,2023-02-21 20:00:55.575646+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19006533515, 'orderListId': -1, 'clientOrderId': 'kAVGohCRWSrCtnQQ8fihhb', 'transactTime': 1677009655455, 'price': '0.00000000', 'origQty': '0.00061000', 'executedQty': '0.00061000', 'cummulativeQuoteQty': '15.00131520', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'BUY', 'workingTime': 1677009655455, 'fills': [{'price': '24592.32000000', 'qty': '0.00061000', 'commission': '0.00000000', 'commissionAsset': 'BTC', 'tradeId': 2765497898}], 'selfTradePreventionMode': 'NONE'}"
1,2023-02-21 21:00:53.765122+00:00,Same order as the last one
1,2023-02-21 22:01:13.280896+00:00,Same order as the last one
1,2023-02-21 23:01:15.186820+00:00,Same order as the last one
-1,2023-02-22 00:02:14.278383+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19014971868, 'orderListId': -1, 'clientOrderId': 'GxG4paD0AyktQczs6eHek8', 'transactTime': 1677024134157, 'price': '0.00000000', 'origQty': '0.00061000', 'executedQty': '0.00061000', 'cummulativeQuoteQty': '14.91305430', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'SELL', 'workingTime': 1677024134157, 'fills': [{'price': '24447.63000000', 'qty': '0.00061000', 'commission': '0.00000000', 'commissionAsset': 'USDT', 'tradeId': 2767180343}], 'selfTradePreventionMode': 'NONE'}"
1,2023-02-22 00:22:32.684749+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19015721659, 'orderListId': -1, 'clientOrderId': 'yiYl456DyWYm444wP6SN7T', 'transactTime': 1677025352564, 'price': '0.00000000', 'origQty': '0.00061000', 'executedQty': '0.00061000', 'cummulativeQuoteQty': '14.89325370', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'BUY', 'workingTime': 1677025352564, 'fills': [{'price': '24415.17000000', 'qty': '0.00061000', 'commission': '0.00000000', 'commissionAsset': 'BTC', 'tradeId': 2767300154}], 'selfTradePreventionMode': 'NONE'}"
1,2023-02-22 00:23:13.726951+00:00,Same order as the last one
1,2023-02-22 01:01:25.870662+00:00,Same order as the last one
1,2023-02-22 02:01:23.072536+00:00,Same order as the last one
1,2023-02-22 03:01:52.746038+00:00,Same order as the last one
1,2023-02-22 04:01:07.999938+00:00,Same order as the last one
1,2023-02-22 05:01:38.027684+00:00,Same order as the last one
1,2023-02-22 06:01:53.895060+00:00,Same order as the last one
1,2023-02-22 07:01:24.440061+00:00,Same order as the last one
1,2023-02-22 08:01:24.763677+00:00,Same order as the last one
1,2023-02-22 09:00:57.477630+00:00,Same order as the last one
-1,2023-02-22 10:01:35.414511+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19041392969, 'orderListId': -1, 'clientOrderId': 'rvpuFj9QFU8dwiSceEXmBX', 'transactTime': 1677060095285, 'price': '0.00000000', 'origQty': '0.00061000', 'executedQty': '0.00061000', 'cummulativeQuoteQty': '14.70880800', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'SELL', 'workingTime': 1677060095285, 'fills': [{'price': '24112.80000000', 'qty': '0.00061000', 'commission': '0.00000000', 'commissionAsset': 'USDT', 'tradeId': 2771686186}], 'selfTradePreventionMode': 'NONE'}"
-1,2023-02-22 11:01:21.799433+00:00,Same order as the last one
-1,2023-02-22 12:01:01.838788+00:00,Same order as the last one
-1,2023-02-22 13:01:09.206749+00:00,Same order as the last one
1,2023-02-22 14:00:56.550383+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19051229192, 'orderListId': -1, 'clientOrderId': 'yv0PBU7tNaXvSZzXr7onp9', 'transactTime': 1677074456422, 'price': '0.00000000', 'origQty': '0.00061000', 'executedQty': '0.00061000', 'cummulativeQuoteQty': '14.70112200', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'BUY', 'workingTime': 1677074456422, 'fills': [{'price': '24100.20000000', 'qty': '0.00061000', 'commission': '0.00000000', 'commissionAsset': 'BTC', 'tradeId': 2773372049}], 'selfTradePreventionMode': 'NONE'}"
1,2023-02-22 15:00:59.202753+00:00,Same order as the last one
1,2023-02-22 16:01:03.349050+00:00,Same order as the last one
1,2023-02-22 17:01:00.329583+00:00,Same order as the last one
1,2023-02-22 18:01:09.410759+00:00,Same order as the last one
-1,2023-02-22 19:00:55.251418+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19066715374, 'orderListId': -1, 'clientOrderId': 'pjLibqEOUpSrRif0ASB7RT', 'transactTime': 1677092455126, 'price': '0.00000000', 'origQty': '0.00061000', 'executedQty': '0.00061000', 'cummulativeQuoteQty': '14.50025510', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'SELL', 'workingTime': 1677092455126, 'fills': [{'price': '23770.91000000', 'qty': '0.00061000', 'commission': '0.00000000', 'commissionAsset': 'USDT', 'tradeId': 2776351312}], 'selfTradePreventionMode': 'NONE'}"
1,2023-02-22 20:01:01.055482+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19070070114, 'orderListId': -1, 'clientOrderId': 'PLrvWXsSkfKFagz3Md53ww', 'transactTime': 1677096060933, 'price': '0.00000000', 'origQty': '0.00061000', 'executedQty': '0.00061000', 'cummulativeQuoteQty': '14.50500700', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'BUY', 'workingTime': 1677096060933, 'fills': [{'price': '23778.70000000', 'qty': '0.00061000', 'commission': '0.00000000', 'commissionAsset': 'BTC', 'tradeId': 2777100437}], 'selfTradePreventionMode': 'NONE'}"
-1,2023-02-22 21:01:02.170746+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19072187755, 'orderListId': -1, 'clientOrderId': 'iyLomNq4umETFtJ16cP6bZ', 'transactTime': 1677099662018, 'price': '0.00000000', 'origQty': '0.00061000', 'executedQty': '0.00061000', 'cummulativeQuoteQty': '14.53081000', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'SELL', 'workingTime': 1677099662018, 'fills': [{'price': '23821.00000000', 'qty': '0.00061000', 'commission': '0.00000000', 'commissionAsset': 'USDT', 'tradeId': 2777509950}], 'selfTradePreventionMode': 'NONE'}"
-1,2023-02-22 22:01:22.013400+00:00,Same order as the last one
-1,2023-02-22 23:01:32.414790+00:00,Same order as the last one
-1,2023-02-23 00:02:20.859006+00:00,Same order as the last one
-1,2023-02-23 01:01:40.601123+00:00,Same order as the last one
-1,2023-02-23 02:01:24.127713+00:00,Same order as the last one
-1,2023-02-23 03:01:54.289130+00:00,Same order as the last one
-1,2023-02-23 04:01:12.167477+00:00,Same order as the last one
-1,2023-02-23 05:01:27.579260+00:00,Same order as the last one
-1,2023-02-23 06:01:43.887598+00:00,Same order as the last one
1,2023-02-23 07:01:15.164845+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19092311337, 'orderListId': -1, 'clientOrderId': 'iEQzYXuuVfT1n01s8iUQei', 'transactTime': 1677135675009, 'price': '0.00000000', 'origQty': '0.00060000', 'executedQty': '0.00060000', 'cummulativeQuoteQty': '14.63488200', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'BUY', 'workingTime': 1677135675009, 'fills': [{'price': '24391.47000000', 'qty': '0.00060000', 'commission': '0.00000000', 'commissionAsset': 'BTC', 'tradeId': 2781202175}], 'selfTradePreventionMode': 'NONE'}"
1,2023-02-23 08:01:15.454019+00:00,Same order as the last one
-1,2023-02-23 09:00:54.723647+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19096572292, 'orderListId': -1, 'clientOrderId': 'ysX1I6eNcmiE87DJx1dAb8', 'transactTime': 1677142854603, 'price': '0.00000000', 'origQty': '0.00060000', 'executedQty': '0.00060000', 'cummulativeQuoteQty': '14.64483600', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'SELL', 'workingTime': 1677142854603, 'fills': [{'price': '24408.06000000', 'qty': '0.00060000', 'commission': '0.00000000', 'commissionAsset': 'USDT', 'tradeId': 2781910004}], 'selfTradePreventionMode': 'NONE'}"
1,2023-02-23 10:00:55.163177+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19098904767, 'orderListId': -1, 'clientOrderId': '0IAozqGSU7j1xfLqaz7rD3', 'transactTime': 1677146455041, 'price': '0.00000000', 'origQty': '0.00060000', 'executedQty': '0.00060000', 'cummulativeQuoteQty': '14.57478000', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'BUY', 'workingTime': 1677146455041, 'fills': [{'price': '24291.30000000', 'qty': '0.00060000', 'commission': '0.00000000', 'commissionAsset': 'BTC', 'tradeId': 2782303988}], 'selfTradePreventionMode': 'NONE'}"
1,2023-02-23 11:00:56.181660+00:00,Same order as the last one
1,2023-02-23 12:01:01.154261+00:00,Same order as the last one
1,2023-02-23 13:01:06.646761+00:00,Same order as the last one
-1,2023-02-23 14:00:58.614298+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19112736211, 'orderListId': -1, 'clientOrderId': 'dfyctVQKgLNfTQyKmYh7HN', 'transactTime': 1677160858492, 'price': '0.00000000', 'origQty': '0.00060000', 'executedQty': '0.00060000', 'cummulativeQuoteQty': '14.43013200', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'SELL', 'workingTime': 1677160858492, 'fills': [{'price': '24050.22000000', 'qty': '0.00060000', 'commission': '0.00000000', 'commissionAsset': 'USDT', 'tradeId': 2785135772}], 'selfTradePreventionMode': 'NONE'}"
1,2023-02-23 15:00:58.608798+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19116524073, 'orderListId': -1, 'clientOrderId': 's7UzPO2bZf2A4FdfrDPvhG', 'transactTime': 1677164458487, 'price': '0.00000000', 'origQty': '0.00060000', 'executedQty': '0.00060000', 'cummulativeQuoteQty': '14.41651200', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'BUY', 'workingTime': 1677164458487, 'fills': [{'price': '24027.52000000', 'qty': '0.00060000', 'commission': '0.00000000', 'commissionAsset': 'BTC', 'tradeId': 2785862786}], 'selfTradePreventionMode': 'NONE'}"
1,2023-02-23 16:01:01.836673+00:00,Same order as the last one
1,2023-02-23 17:01:00.204132+00:00,Same order as the last one
1,2023-02-23 18:01:06.602795+00:00,Same order as the last one
1,2023-02-23 19:00:57.909576+00:00,Same order as the last one
-1,2023-02-23 20:01:00.333316+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19131070791, 'orderListId': -1, 'clientOrderId': 'z3c2NXHOwl09MUrn7Ambto', 'transactTime': 1677182460201, 'price': '0.00000000', 'origQty': '0.00060000', 'executedQty': '0.00060000', 'cummulativeQuoteQty': '14.39395800', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'SELL', 'workingTime': 1677182460201, 'fills': [{'price': '23989.93000000', 'qty': '0.00060000', 'commission': '0.00000000', 'commissionAsset': 'USDT', 'tradeId': 2788611945}], 'selfTradePreventionMode': 'NONE'}"
-1,2023-02-23 21:00:56.933290+00:00,Same order as the last one
1,2023-02-23 22:01:15.602718+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19135120940, 'orderListId': -1, 'clientOrderId': 'VNtXwffmt7HAczubQczOTQ', 'transactTime': 1677189675450, 'price': '0.00000000', 'origQty': '0.00060000', 'executedQty': '0.00060000', 'cummulativeQuoteQty': '14.33739600', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'BUY', 'workingTime': 1677189675450, 'fills': [{'price': '23895.66000000', 'qty': '0.00060000', 'commission': '0.00000000', 'commissionAsset': 'BTC', 'tradeId': 2789317601}], 'selfTradePreventionMode': 'NONE'}"
1,2023-02-23 23:01:29.744705+00:00,Same order as the last one
-1,2023-02-24 00:02:00.643291+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19138812007, 'orderListId': -1, 'clientOrderId': 'GcehvahqXeyzb92xsnpz3S', 'transactTime': 1677196920509, 'price': '0.00000000', 'origQty': '0.00060000', 'executedQty': '0.00060000', 'cummulativeQuoteQty': '14.35378860', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'SELL', 'workingTime': 1677196920509, 'fills': [{'price': '23923.38000000', 'qty': '0.00003000', 'commission': '0.00000000', 'commissionAsset': 'USDT', 'tradeId': 2789974914}, {'price': '23922.96000000', 'qty': '0.00057000', 'commission': '0.00000000', 'commissionAsset': 'USDT', 'tradeId': 2789974915}], 'selfTradePreventionMode': 'NONE'}"
-1,2023-02-24 01:01:16.080850+00:00,Same order as the last one
-1,2023-02-24 02:01:18.829766+00:00,Same order as the last one
1,2023-02-24 03:01:45.882696+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19145296542, 'orderListId': -1, 'clientOrderId': '5mhEw7xvUQ6bUL4OMDaNb9', 'transactTime': 1677207705751, 'price': '0.00000000', 'origQty': '0.00060000', 'executedQty': '0.00060000', 'cummulativeQuoteQty': '14.35731600', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'BUY', 'workingTime': 1677207705751, 'fills': [{'price': '23928.86000000', 'qty': '0.00060000', 'commission': '0.00000000', 'commissionAsset': 'BTC', 'tradeId': 2791054256}], 'selfTradePreventionMode': 'NONE'}"
-1,2023-02-24 04:00:58.010728+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19146735910, 'orderListId': -1, 'clientOrderId': 'sfiSvXUdd3eb64LlGNuQqW', 'transactTime': 1677211257888, 'price': '0.00000000', 'origQty': '0.00060000', 'executedQty': '0.00060000', 'cummulativeQuoteQty': '14.37460800', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'SELL', 'workingTime': 1677211257888, 'fills': [{'price': '23957.68000000', 'qty': '0.00060000', 'commission': '0.00000000', 'commissionAsset': 'USDT', 'tradeId': 2791288372}], 'selfTradePreventionMode': 'NONE'}"
1,2023-02-24 05:01:29.648298+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19148212560, 'orderListId': -1, 'clientOrderId': 'SAaH61SOghYjmJftOIHu6U', 'transactTime': 1677214889525, 'price': '0.00000000', 'origQty': '0.00061000', 'executedQty': '0.00061000', 'cummulativeQuoteQty': '14.60223950', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'BUY', 'workingTime': 1677214889525, 'fills': [{'price': '23938.09000000', 'qty': '0.00059000', 'commission': '0.00000000', 'commissionAsset': 'BTC', 'tradeId': 2791536792}, {'price': '23938.32000000', 'qty': '0.00002000', 'commission': '0.00000000', 'commissionAsset': 'BTC', 'tradeId': 2791536793}], 'selfTradePreventionMode': 'NONE'}"
1,2023-02-24 06:01:57.675926+00:00,Same order as the last one
1,2023-02-24 07:01:22.601302+00:00,Same order as the last one
1,2023-02-24 08:01:26.332819+00:00,Same order as the last one
-1,2023-02-24 09:00:57.321398+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19156367666, 'orderListId': -1, 'clientOrderId': 'Y5jxm3SBwJQVd0r6udtlHR', 'transactTime': 1677229257192, 'price': '0.00000000', 'origQty': '0.00061000', 'executedQty': '0.00061000', 'cummulativeQuoteQty': '14.58302590', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'SELL', 'workingTime': 1677229257192, 'fills': [{'price': '23906.65000000', 'qty': '0.00043000', 'commission': '0.00000000', 'commissionAsset': 'USDT', 'tradeId': 2793039972}, {'price': '23906.48000000', 'qty': '0.00018000', 'commission': '0.00000000', 'commissionAsset': 'USDT', 'tradeId': 2793039973}], 'selfTradePreventionMode': 'NONE'}"
1,2023-02-24 10:00:55.561873+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19158296083, 'orderListId': -1, 'clientOrderId': 'exHIIUT6uyBuH6Q7lBPkYX', 'transactTime': 1677232855441, 'price': '0.00000000', 'origQty': '0.00061000', 'executedQty': '0.00061000', 'cummulativeQuoteQty': '14.53404300', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'BUY', 'workingTime': 1677232855441, 'fills': [{'price': '23826.30000000', 'qty': '0.00061000', 'commission': '0.00000000', 'commissionAsset': 'BTC', 'tradeId': 2793369140}], 'selfTradePreventionMode': 'NONE'}"
1,2023-02-24 11:00:57.461924+00:00,Same order as the last one
-1,2023-02-24 12:01:22.732981+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19161971035, 'orderListId': -1, 'clientOrderId': '5SlnUb63KN8tJtFYiRnq2X', 'transactTime': 1677240082601, 'price': '0.00000000', 'origQty': '0.00061000', 'executedQty': '0.00061000', 'cummulativeQuoteQty': '14.57419930', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'SELL', 'workingTime': 1677240082601, 'fills': [{'price': '23892.13000000', 'qty': '0.00061000', 'commission': '0.00000000', 'commissionAsset': 'USDT', 'tradeId': 2794035339}], 'selfTradePreventionMode': 'NONE'}"
-1,2023-02-24 13:01:13.262761+00:00,Same order as the last one
1,2023-02-24 14:00:55.424665+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19167242472, 'orderListId': -1, 'clientOrderId': 'DkIljktVt5DLn1h3H2hDK0', 'transactTime': 1677247255304, 'price': '0.00000000', 'origQty': '0.00061000', 'executedQty': '0.00061000', 'cummulativeQuoteQty': '14.51810980', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'BUY', 'workingTime': 1677247255304, 'fills': [{'price': '23800.18000000', 'qty': '0.00061000', 'commission': '0.00000000', 'commissionAsset': 'BTC', 'tradeId': 2795177349}], 'selfTradePreventionMode': 'NONE'}"
1,2023-02-24 15:00:58.605425+00:00,Same order as the last one
1,2023-02-24 16:01:01.575094+00:00,Same order as the last one
1,2023-02-24 17:00:59.492778+00:00,Same order as the last one
1,2023-02-24 18:01:10.110758+00:00,Same order as the last one
1,2023-02-24 19:01:02.583632+00:00,Same order as the last one
1,2023-02-24 20:01:00.330637+00:00,Same order as the last one
1,2023-02-24 21:01:14.794750+00:00,Same order as the last one
1,2023-02-24 22:01:23.403325+00:00,Same order as the last one
1,2023-02-24 23:01:30.470741+00:00,Same order as the last one
-1,2023-02-25 00:02:07.503467+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19195299938, 'orderListId': -1, 'clientOrderId': 'OiXlmhjj4uuevu9bXYPIPo', 'transactTime': 1677283327208, 'price': '0.00000000', 'origQty': '0.00061000', 'executedQty': '0.00061000', 'cummulativeQuoteQty': '14.14441770', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'SELL', 'workingTime': 1677283327208, 'fills': [{'price': '23187.57000000', 'qty': '0.00061000', 'commission': '0.00000000', 'commissionAsset': 'USDT', 'tradeId': 2801508683}], 'selfTradePreventionMode': 'NONE'}"
1,2023-02-25 01:01:21.953378+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19196947101, 'orderListId': -1, 'clientOrderId': 'ZiHvwLlPyo5d9lmJ1BrwjQ', 'transactTime': 1677286881818, 'price': '0.00000000', 'origQty': '0.00061000', 'executedQty': '0.00061000', 'cummulativeQuoteQty': '14.12659960', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'BUY', 'workingTime': 1677286881818, 'fills': [{'price': '23158.36000000', 'qty': '0.00061000', 'commission': '0.00000000', 'commissionAsset': 'BTC', 'tradeId': 2801949403}], 'selfTradePreventionMode': 'NONE'}"
-1,2023-02-25 02:01:15.654771+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19198384195, 'orderListId': -1, 'clientOrderId': 'GV5l1ue99VS8NKM9QrYI7R', 'transactTime': 1677290475513, 'price': '0.00000000', 'origQty': '0.00061000', 'executedQty': '0.00061000', 'cummulativeQuoteQty': '14.14216070', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'SELL', 'workingTime': 1677290475513, 'fills': [{'price': '23183.87000000', 'qty': '0.00061000', 'commission': '0.00000000', 'commissionAsset': 'USDT', 'tradeId': 2802223543}], 'selfTradePreventionMode': 'NONE'}"
1,2023-02-25 03:01:57.359395+00:00,"{'symbol': 'BTCUSDT', 'orderId': 19200325484, 'orderListId': -1, 'clientOrderId': '0TBL86TQMCONVnLpzvr94E', 'transactTime': 1677294117173, 'price': '0.00000000', 'origQty': '0.00061000', 'executedQty': '0.00061000', 'cummulativeQuoteQty': '14.08127780', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'BUY', 'workingTime': 1677294117173, 'fills': [{'price': '23084.06000000', 'qty': '0.00060000', 'commission': '0.00000000', 'commissionAsset': 'BTC', 'tradeId': 2802648244}, {'price': '23084.18000000', 'qty': '0.00001000', 'commission': '0.00000000', 'commissionAsset': 'BTC', 'tradeId': 2802648245}], 'selfTradePreventionMode': 'NONE'}"
1,2023-02-25 04:01:18.414890+00:00,Same order as the last one
